6055,[4174 4203 7065 11312 11358],[0.97352165 0.026043747 0.0003654867 4.9991257e-05 1.9140585e-05]
6056,[4175 6812 8774 10659],[0.9449232 0.021776313 0.031351253 0.0019492656]
6057,[4175 4507 6009 9382 10104 10127 11688],[0.8755008 0.002897715 0.10636457 0.00012639197 0.012498428 0.0026119682 1.8644289e-07]
6058,[4175 5477],[0.99748886 0.0025111816]
6059,[4177 12373],[0.99940884 0.00059112156]
6060,[4179 7871 9907],[0.70040864 0.2250113 0.07458012]
6061,[4179 6619 7871 9577],[0.91332245 0.0073695052 0.07912884 0.00017926839]
6062,[4179 5033 5134 5827 7361],[0.08446473 9.115615e-05 0.3930622 0.52178115 0.00060072244]
6063,[4180 7794 9186 11649],[0.7606415 0.035346273 0.16036178 0.043650445]
6064,[4181],[1.0]
6065,[4184 6298],[0.00076669676 0.99923337]
6066,[4189],[1.0]
6067,[4190],[1.0]
6068,[4190 4451 4561 8619],[0.038310606 0.036826808 0.10902899 0.81583357]
6069,[4190 8440],[0.5429487 0.45705128]
6070,[4191 4504 8009 8083 8676 8833 10186 11141 11473],[0.29554692 0.46116582 0.07833895 0.031597603 0.07630554 0.0009135546 0.004305911 0.05169999 0.00012562521]
6071,[4192 5349],[0.98246014 0.017539827]
6072,[4192 9062],[0.3386173 0.66138273]
6073,[4193 4402 5259 6927],[8.631949e-05 0.00015574656 0.0062010107 0.9935569]
6074,[4195 5030 11201],[0.7722611 0.0057701254 0.22196886]
6075,[4196 5744 8465 9338 10982],[4.696289e-05 0.001965573 0.17208132 0.8259005 5.632707e-06]
6076,[4197],[1.0]
6077,[4198 5684 8391],[0.0002507503 2.072105e-06 0.9997472]
6078,[4198 5684 6517],[0.4282139 0.55012494 0.021661166]
6079,[4198 8285],[0.25812075 0.7418792]
6080,[4199 4383 4664 5100 7370 8069],[0.05520247 0.67132664 0.0068619815 0.21756656 0.00079394685 0.048248406]
6081,[4202 6853],[0.09052602 0.909474]
6082,[4202 8520],[0.0005490978 0.99945086]
6083,[4202 9577],[0.026231505 0.97376853]
6084,[4203 10178 10426],[0.7993959 0.00017730551 0.20042673]
6085,[4203 5369 9242],[0.14547491 0.8537402 0.0007848591]
6086,[4204 10652],[0.9662023 0.033797745]
6087,[4206],[1.0]
6088,[4206 8612],[0.70447296 0.29552704]
6089,[4208 5392 6583 6584 7262 7453 8496],[1.47493565e-05 0.045079716 0.024049439 0.0004287971 0.39492682 6.092378e-06 0.53549445]
6090,[4209 10953],[0.99955994 0.00044002954]
6091,[4211 8127],[9.590485e-05 0.99990404]
6092,[4211 5049 8634 9277 11101],[0.0033302298 0.015926396 0.017690675 0.96273154 0.00032124115]
6093,[4213 6253 9792 10737 12121],[0.0016332954 0.6306648 0.3363215 0.031196257 0.00018403631]
6094,[4213 6151 6394 9473 12317],[2.4234605e-05 0.040776964 0.9448583 0.01434054 2.8193607e-09]
6095,[4214 8675],[0.0004755013 0.9995245]
6096,[4216 11928],[0.9855273 0.014472711]
6097,[4218 5394 8896 9625],[0.0030021349 0.012747112 0.98407125 0.00017958916]
6098,[4218 5394 8896 9625],[0.00067303027 0.4623101 0.53506505 0.0019517996]
6099,[4218 5394 8896],[0.002588931 0.50786674 0.4895443]
6100,[4218 5394 8896 9625],[0.016947731 0.2517175 0.3341872 0.39714754]
6101,[4219 5721],[0.99381644 0.006183491]
6102,[4220 4290 8142 10373],[0.0003605387 0.9994351 0.00012849776 7.578195e-05]
6103,[4220 11746],[0.9995815 0.00041847661]
6104,[4221 8633],[0.9846169 0.015383061]
6105,[4224],[1.0]
6106,[4225 7621],[0.185764 0.81423604]
6107,[4226 5122 6668 12308],[0.0012090409 0.015236419 0.9754582 0.008096312]
6108,[4227 9625],[0.5197758 0.48022422]
6109,[4233 6237 6736 7743],[0.027517555 0.12648855 0.8433081 0.0026858752]
6110,[4234 9877],[0.9997284 0.00027160533]
6111,[4235 6850 8686 9477 11763],[0.00026598634 0.24752213 0.04662411 0.70527554 0.00031216908]
6112,[4235 11636],[0.9239434 0.07605663]
6113,[4236],[1.0]
6114,[4237 7463 7566 9468 10509 11541 12170],[0.00048115445 0.651781 0.3442607 0.002023335 0.0004717246 0.00094618613 3.5935012e-05]
6115,[4237 4910 6761 7128 7386 8534 11802],[0.94670767 0.015233408 0.00013124819 0.00387012 0.008455155 0.025596611 5.750919e-06]
6116,[4238],[1.0]
6117,[4240 10090 11800],[0.00013775221 0.9998586 3.5299322e-06]
6118,[4240 10577],[0.5854462 0.41455382]
6119,[4241],[1.0]
6120,[4243 10830],[0.86408556 0.13591452]
6121,[4244],[1.0]
6122,[4246 8625 12280],[0.82169914 0.17294905 0.005351844]
6123,[4246 4633 12201],[0.9726089 0.026797814 0.0005932777]
6124,[4249 7845 11114],[0.013361553 0.98602283 0.0006155206]
6125,[4250 8056 12165],[0.9731205 0.025131596 0.0017479672]
6126,[4251 8406],[0.99933964 0.0006603962]
6127,[4253 6621 8191 8962 11139],[0.0004819839 0.0019871932 0.044094812 0.95330083 0.00013524141]
6128,[4256 8804],[0.0035394614 0.9964605]
6129,[4258 4852],[3.9246074e-06 0.99999607]
6130,[4260],[1.0]
6131,[4261],[1.0]
6132,[4261 7182],[0.025422843 0.9745772]
6133,[4261 8052 10532],[0.49932572 0.23301384 0.26766044]
6134,[4263 6515 7121 7834 9866 11645 12122],[0.00012605985 0.0014028065 0.03679018 0.9459852 0.012859988 0.0027682856 6.742454e-05]
6135,[4266 6162 6357],[0.011453654 0.81282884 0.1757175]
6136,[4267 10803],[0.9434345 0.056565527]
6137,[4268 5926 10818],[0.002544882 0.9974521 3.0294352e-06]
6138,[4269],[1.0]
6139,[4269 6749],[0.26121074 0.73878926]
6140,[4270 4691 5136],[0.9636429 0.036350094 7.0315514e-06]
6141,[4271 11792],[0.8285057 0.1714943]
6142,[4271 11792],[0.2207308 0.77926916]
6143,[4277 4602 10568 12031],[0.37856755 0.19852564 0.38168317 0.041223716]
6144,[4277 6935],[0.9886003 0.011399693]
6145,[4281 6747],[0.34155592 0.6584441]
6146,[4281 4403 4451 8832 9405],[0.0002408481 0.00010560124 3.604692e-06 0.99960285 4.7187685e-05]
6147,[4283],[1.0]
6148,[4285 10110],[0.573539 0.42646095]
6149,[4286],[1.0]
6150,[4288],[1.0]
6151,[4288 6704],[0.82640725 0.17359275]
6152,[4289],[1.0]
6153,[4290 8988],[0.35369867 0.64630127]
6154,[4291 6295],[0.040077854 0.95992213]
6155,[4291 6445],[0.0002700316 0.99972993]
6156,[4292 7232 9118 9316 10213],[0.06299873 0.92185223 0.0052590864 0.009808448 8.152776e-05]
6157,[4293],[1.0]
6158,[4295],[1.0]
6159,[4296],[1.0]
6160,[4299 5401 5739 6118 6776 6986 8469],[0.016722577 0.27389398 0.0004141001 0.43014967 0.014790111 0.25119066 0.012838835]
6161,[4299 8020],[0.84203273 0.15796721]
6162,[4301],[1.0]
6163,[4303 9478 9805 11321],[0.2570922 0.0069370163 0.73571277 0.00025800525]
6164,[4304],[1.0]
6165,[4306 5846 10614 10672 10859 11531 11989],[0.48959237 0.48052132 0.01524535 0.006504721 0.0050778193 0.0025082263 0.0005502139]
6166,[4307 12080],[0.9951658 0.0048342044]
6167,[4308],[1.0]
6168,[4308 7202],[0.00022469513 0.99977535]
6169,[4308 7202 7280],[2.2551133e-06 1.5113378e-07 0.9999976]
6170,[4309 5701],[0.1274478 0.8725522]
6171,[4310 7044],[0.47964564 0.52035433]
6172,[4310 6998],[0.003721468 0.99627846]
6173,[4311],[1.0]
6174,[4312],[1.0]
6175,[4312 9725],[0.039566804 0.9604332]
6176,[4314 8635],[0.12699597 0.8730041]
6177,[4314 8635],[0.30318704 0.696813]
6178,[4314 8635],[0.07980092 0.92019904]
6179,[4315 8050],[0.056192253 0.9438078]
6180,[4315 6479],[0.0006359102 0.9993641]
6181,[4318 7396 8719 9963 10798 11948],[0.0049411464 0.001009762 0.99382293 2.657938e-05 0.00019959419 1.8761565e-08]
6182,[4319 7074 10674 11781],[0.03212217 0.96751976 0.0001489759 0.00020910127]
6183,[4319 5381 9980 10824],[0.00049512176 0.07984031 0.91000724 0.009657367]
6184,[4320 4897 7841],[0.0017587823 0.00056141254 0.9976799]
6185,[4321 8526],[0.1649194 0.83508056]
6186,[4321 8534 9401],[0.0195672 0.46841833 0.5120145]
6187,[4322 10391],[0.9995602 0.0004398033]
6188,[4323 4599 5274 5889 7395],[0.067826875 0.0005173004 0.00012052425 0.8547363 0.076798946]
6189,[4325 10355],[0.433187 0.566813]
6190,[4325 9827],[0.003499048 0.99650097]
6191,[4326],[1.0]
6192,[4327 6013 7142 10757 10786],[0.02076418 0.8994552 0.071377315 0.008295954 0.00010732491]
6193,[4329 5464 9104 9831 12147],[7.6288325e-06 0.0005940366 0.0003939797 0.9989498 5.4704895e-05]
6194,[4329 5464 7140 9104 9822 9857 12147],[0.8619143 0.00081967824 0.0013268514 0.00025246697 0.000556397 0.13512985 3.800157e-07]
6195,[4331 10366],[0.9448174 0.055182524]
6196,[4332 4975 7209 9734 10300],[0.01724686 0.8199633 0.13627751 0.026025768 0.00048658787]
6197,[4333 7770],[2.7255915e-06 0.99999726]
6198,[4333 5600 7223 10330],[9.030593e-06 0.17108022 0.8277954 0.0011153037]
6199,[4334 8707 8900],[0.003994763 0.18799207 0.80801314]
6200,[4334 4779 6311 6519],[0.1174386 0.042359296 0.8263614 0.013840598]
6201,[4334 8541],[0.19067869 0.8093213]
6202,[4335],[1.0]
6203,[4336 10712],[0.9094733 0.09052669]
6204,[4336 10712],[0.9867343 0.013265683]
6205,[4344 5399 6774],[0.80927026 0.079815835 0.11091392]
6206,[4345 8113],[0.0016841952 0.9983158]
6207,[4350 9775 10910 12320],[0.00017608481 0.9997824 4.0497922e-05 1.0323699e-06]
6208,[4352 11992],[0.39128667 0.6087133]
6209,[4352 11992],[0.9054991 0.09450088]
6210,[4359],[1.0]
6211,[4361 9135],[0.06750897 0.932491]
6212,[4364 5766 8859 9212 10976 12354],[1.1650355e-06 1.9014638e-07 0.99926394 0.0007314435 3.1470936e-06 2.0623657e-08]
6213,[4364 5130 10867],[1.9034327e-05 0.9999809 1.1319039e-08]
6214,[4365 5028 6735],[0.0005922315 0.6054546 0.39395317]
6215,[4365 8742],[1.6527531e-06 0.99999833]
6216,[4368 11174],[0.9877922 0.012207775]
6217,[4369 6605],[0.019197233 0.9808028]
6218,[4370 4793 7826 9578 10765],[0.053151146 0.025958458 0.07434581 0.678848 0.1676965]
6219,[4371 7561 8155],[0.0035136803 0.024930831 0.9715555]
6220,[4373 10096 11284],[0.8665988 0.090908155 0.042492975]
6221,[4373 11928],[0.016021514 0.98397845]
6222,[4375],[1.0]
6223,[4377],[1.0]
6224,[4379 10488],[0.9917495 0.008250487]
6225,[4381 5403 7092 8103],[0.00064719905 0.00025395176 0.99700975 0.0020891465]
6226,[4386 8906],[0.25410876 0.7458913]
6227,[4388 4756 5649 11086 11347 12116],[0.002027479 0.7516781 0.015687771 0.22808339 0.0024524557 7.089499e-05]
6228,[4390 5162 6571 6579 7279 7487 8013 9079 10406 10942],[0.0056264745 0.0016319226 0.006949631 0.69014305 0.033721104 0.0017759532 0.0019740842 0.25662497 0.001235553 0.0003173241]
6229,[4391 11412],[0.9993605 0.0006394989]
6230,[4393 4919 9007 9038],[0.023616018 0.0042162477 0.9664434 0.0057243165]
6231,[4393 4919],[0.4247316 0.57526845]
6232,[4394 6118 8923 10051],[0.038432237 0.5601334 0.0070704515 0.394364]
6233,[4398 4550 4643 4801 5065 5146 6420 7361 7427 7825 9537 9670 10071 10451],[0.001574159 3.882674e-06 3.0179019e-05 9.687176e-06 0.00042414124 3.7232865e-05 0.0073219193 0.0005991375 0.8766317 0.039832722 7.7996745e-05 0.0026491212 0.0027124218 0.06809563]
6234,[4399 9397],[0.98234814 0.017651794]
6235,[4400 6273 6381],[6.8159115e-06 0.9988267 0.0011664993]
6236,[4400 6381],[0.23873918 0.76126075]
6237,[4401 4748],[0.62831414 0.37168592]
6238,[4401 10369],[0.56436884 0.43563116]
6239,[4404 5686],[0.79399794 0.2060021]
6240,[4406 7209 12229],[0.11118499 0.8756986 0.013116395]
6241,[4407],[1.0]
6242,[4407 7057],[0.9993505 0.00064951775]
6243,[4408],[1.0]
6244,[4413],[1.0]
6245,[4413 11741],[0.9999937 6.354288e-06]
6246,[4413 10124 12137],[0.9989404 0.0010557772 3.8536036e-06]
6247,[4414],[1.0]
6248,[4414 5168 6828],[0.19369102 0.27416515 0.53214383]
6249,[4415],[1.0]
6250,[4415 9178],[0.64759123 0.35240874]
6251,[4416 5420 8883],[0.8517768 0.0077486513 0.1404745]
6252,[4417 5368 6424 6789 7441 8465 10316 10786 10790],[9.683839e-07 0.99492985 5.0073268e-05 7.797419e-06 0.0037419978 0.001157584 3.985406e-05 1.0313408e-06 7.094227e-05]
6253,[4417 5931 9474 9925],[0.002924252 0.67813015 0.3097066 0.009239039]
6254,[4417 4743 9118],[0.13008709 0.79896814 0.070944756]
6255,[4418 7337],[9.055629e-05 0.9999094]
6256,[4419 4926],[0.9999554 4.456894e-05]
6257,[4420 5602 5632 6810 6904],[0.0044390713 0.040102996 0.66660154 0.2881268 0.00072960753]
6258,[4420 7707],[0.9781138 0.021886207]
6259,[4421 9931],[0.63098097 0.36901903]
6260,[4421 5424 7377 9987 9995 10048 10100 10633],[0.057154585 0.032731388 0.063407965 0.16703424 0.030553108 0.036672365 0.61243844 7.863156e-06]
6261,[4422 8446],[4.0424905e-07 0.99999964]
6262,[4422 10192 12141],[0.57976305 0.09005582 0.3301811]
6263,[4423 5414 10665],[0.6009466 0.37076432 0.028288983]
6264,[4424],[1.0]
6265,[4425 11500 11942],[0.9999169 4.999739e-05 3.319221e-05]
6266,[4426],[1.0]
6267,[4427],[1.0]
6268,[4427 7523],[0.0066466453 0.99335337]
6269,[4427 6182],[1.1589701e-05 0.99998844]
6270,[4428],[1.0]
6271,[4429],[1.0]
6272,[4429 9342],[0.23949923 0.7605008]
6273,[4432],[1.0]
6274,[4434 4447 9246],[0.0009579146 0.0061706784 0.99287146]
6275,[4434 12354],[0.99348974 0.006510225]
6276,[4438 4499 8699],[0.92502964 0.07295557 0.0020147846]
6277,[4440 8957],[0.9541324 0.045867544]
6278,[4440 6576],[0.99991703 8.299111e-05]
6279,[4441 9725],[0.76705945 0.23294054]
6280,[4444 7900 9993 10820],[0.6901017 0.005406256 0.3044893 2.7923645e-06]
6281,[4445 5438 6263 8418],[2.0344665e-05 0.0011629912 0.9982502 0.0005664359]
6282,[4445 7914],[0.0022644491 0.9977355]
6283,[4448 7102],[0.04371939 0.9562806]
6284,[4450 5239 7940 12295 12305],[0.0038963144 0.20929389 0.7866554 7.849317e-05 7.5903394e-05]
6285,[4451 7130 10479],[8.444608e-05 0.9776487 0.022266824]
6286,[4455],[1.0]
6287,[4456 5781],[0.5639584 0.43604165]
6288,[4457 5652],[0.9833618 0.01663826]
6289,[4458 4568],[0.7722869 0.2277131]
6290,[4459 8444],[0.2817187 0.71828127]
6291,[4463],[1.0]
6292,[4463 10586],[0.023876946 0.97612303]
6293,[4464 8261],[0.274392 0.725608]
6294,[4465 7834 9221],[2.28906e-05 0.9959168 0.004060307]
6295,[4466],[1.0]
6296,[4467 5062 7115],[0.16424173 0.0003221131 0.83543617]
6297,[4467 7115],[0.2839935 0.7160065]
6298,[4467 7115],[0.060664024 0.93933594]
6299,[4468 8631],[0.28829908 0.7117009]
6300,[4469],[1.0]
6301,[4470],[1.0]
6302,[4471 6648 8317],[0.95649046 0.041707482 0.0018019986]
6303,[4471 6897 9347],[0.43299466 0.47495696 0.09204836]
6304,[4472],[1.0]
6305,[4474 7870],[6.327775e-05 0.9999367]
6306,[4474 6183 10110],[0.51226264 0.12647124 0.3612662]
6307,[4474 4699 5891 11624],[0.0033970932 0.00064668636 0.99595296 3.2348703e-06]
6308,[4475 5132],[0.99995565 4.432632e-05]
6309,[4478],[1.0]
6310,[4480 5446 6564 6650 7540 9435 10135 10261 10859 11344],[0.0010705134 8.774024e-06 9.3693925e-06 4.0493596e-05 0.99872655 6.146711e-07 0.00011925727 1.3171973e-05 8.482169e-07 1.03997545e-05]
6311,[4480 7540 9435],[0.981426 0.015376415 0.0031975654]
6312,[4480 7540 9435 11991],[0.041274887 0.5729697 0.38551575 0.00023977748]
6313,[4480 9435],[0.333162 0.666838]
6314,[4481],[1.0]
6315,[4482 4487 8971 9642 10949],[0.03541807 0.24240369 0.664649 0.057060454 0.00046882516]
6316,[4482 8971],[0.88852715 0.1114729]
6317,[4482 8971],[0.121828064 0.8781719]
6318,[4482 8971 9557 9601 10326],[0.012947006 0.45272678 0.12792136 0.3328682 0.07353661]
6319,[4483],[1.0]
6320,[4483 4921 5266 7146 7619 9830],[0.0004519441 2.1183798e-05 0.0010038128 0.31433252 0.63136786 0.052822657]
6321,[4483 4921 7146 7619 9830],[0.0012323242 0.0009994567 0.033952713 0.4517368 0.5120787]
6322,[4483 4921 7146 7619 9830],[0.00054267765 0.0066944966 0.8899854 0.098128386 0.004649111]
6323,[4484],[1.0]
6324,[4485 10648],[0.5646709 0.43532905]
6325,[4486],[1.0]
6326,[4487 8931 10882],[0.106403455 0.75873923 0.13485733]
6327,[4490],[1.0]
6328,[4490 11858 12015],[0.25302163 0.74005234 0.006926094]
6329,[4491],[1.0]
6330,[4491 8470 10628],[0.002711332 0.99617755 0.0011110519]
6331,[4493],[1.0]
6332,[4494 10365],[0.9945174 0.0054825754]
6333,[4496],[1.0]
6334,[4498 12069],[0.978148 0.021852031]
6335,[4501],[1.0]
6336,[4501 10037],[0.004574151 0.9954259]
6337,[4503 9174 10931 12280],[0.05828431 0.915521 0.025461655 0.00073292194]
6338,[4503 6846 7388 9352 11448],[6.86191e-05 0.47808427 0.51944625 9.674113e-05 0.0023040925]
6339,[4504 9656],[0.91975594 0.08024415]
6340,[4505 4896 5732 7786 8299],[0.54089916 0.11374185 0.0009923243 0.33228627 0.012080359]
6341,[4506],[1.0]
6342,[4507 6559 8277 10525],[0.0020464608 0.5126734 0.4850928 0.00018742315]
6343,[4508 6533 7308],[0.0027954872 0.99693143 0.00027311998]
6344,[4508 5969 6533],[0.010703371 2.4476274e-06 0.9892942]
6345,[4508 12091],[0.9999833 1.6697728e-05]
6346,[4509],[1.0]
6347,[4510 4742 7650 9073 10367],[0.28777307 0.00045158973 0.027625145 0.6817115 0.0024387185]
6348,[4512],[1.0]
6349,[4514 4765 11216],[0.011292654 0.8752933 0.11341411]
6350,[4515],[1.0]
6351,[4516 7814],[0.86148 0.13852006]
6352,[4516 7814],[0.7449643 0.2550357]
6353,[4519],[1.0]
6354,[4521 5426 7873],[0.11050676 0.2616175 0.62787575]
6355,[4521 5749 6437],[0.83630896 0.1487399 0.014951114]
6356,[4523],[1.0]
6357,[4525 5405 8908 9003 9022 9173],[0.3276795 0.09266547 0.058581743 0.47662336 0.039869886 0.00458005]
6358,[4526 5646 7557],[0.0984701 0.024559041 0.8769709]
6359,[4529 7769],[0.0570481 0.9429519]
6360,[4531 5849 8591],[0.012000545 0.21042271 0.7775768]
6361,[4532],[1.0]
6362,[4532 7765 8724 11924],[4.6413097e-06 1.38211935e-05 0.9982761 0.0017054499]
6363,[4532 7162],[0.01598744 0.9840126]
6364,[4533],[1.0]
6365,[4533 4950 6272],[0.0030157394 0.77103853 0.22594568]
6366,[4533 4998 11227 12266],[0.021891592 0.31651455 0.6522932 0.009300661]
6367,[4534 8596],[0.05770715 0.9422929]
6368,[4535 5050 7654 11813],[0.108344525 0.28842965 0.57188946 0.031336397]
6369,[4537 7771],[0.011885675 0.9881143]
6370,[4538 9574],[0.99663216 0.0033678287]
6371,[4541 12318],[0.9999932 6.749171e-06]
6372,[4541 10773],[0.8261171 0.17388287]
6373,[4541 9034],[0.7483356 0.2516644]
6374,[4542 7384],[0.00061044306 0.9993895]
6375,[4544],[1.0]
6376,[4544 12232],[0.9996006 0.00039945048]
6377,[4545 5560],[0.089850664 0.91014934]
6378,[4546 7756],[0.00083775393 0.9991623]
6379,[4547 4940],[0.31033176 0.68966824]
6380,[4549 9370],[0.04427679 0.95572317]
6381,[4549 7747 9370 10227],[0.00070539 0.65744853 0.34176388 8.2200655e-05]
6382,[4549 7747 9370 10833],[1.1536121e-05 0.987628 0.012360299 1.17095325e-07]
6383,[4549 10227],[0.97951484 0.020485139]
6384,[4555],[1.0]
6385,[4556 9188],[0.018160312 0.9818397]
6386,[4557 10132],[0.30831817 0.69168186]
6387,[4557 9850],[0.31332046 0.68667954]
6388,[4558 4581 4988 5516 9692],[0.20547174 0.25177997 0.009336383 0.004551774 0.52886015]
6389,[4559 4891 5656],[0.0010589883 0.0041652727 0.9947758]
6390,[4559 4891],[0.1270739 0.8729261]
6391,[4560],[1.0]
6392,[4560 11692],[0.4951576 0.50484234]
6393,[4561 8619 10631],[0.7008122 0.2969665 0.0022213229]
6394,[4561 7784 8619 8766 10631],[0.17706451 0.0045669344 0.5726027 0.2446385 0.0011273848]
6395,[4565 6034 7963 10524 12098],[0.00016492978 0.9642866 0.035446204 6.8091176e-05 3.4192875e-05]
6396,[4566],[1.0]
6397,[4568 8481],[0.036833264 0.9631667]
6398,[4570 5562],[0.057825014 0.942175]
6399,[4571],[1.0]
6400,[4577 6677 7136 10126],[0.92373747 0.06507811 0.011184197 2.4986892e-07]
6401,[4583 5321 6256 6303],[0.00213161 0.9897675 0.0022429035 0.0058580684]
6402,[4584 5151],[0.117516436 0.88248354]
6403,[4584 7841 9199],[0.7583992 0.21927676 0.022324096]
6404,[4586],[1.0]
6405,[4586 6481],[3.5839996e-05 0.9999641]
6406,[4589 4798 5373 6238 7140 7711 7884 10818 11215],[0.0004815125 0.00015449554 0.005286638 0.5528429 0.42342445 0.008237881 0.009565938 2.0189912e-06 4.180958e-06]
6407,[4591],[1.0]
6408,[4593 6800 12277],[0.10082079 0.6255933 0.27358598]
6409,[4597 9789],[0.9916289 0.008371146]
6410,[4597 7307],[0.32447845 0.6755215]
6411,[4598 10564],[0.97546357 0.02453646]
6412,[4603 5144 9269 9287],[0.018767085 0.12451102 0.534372 0.3223499]
6413,[4604],[1.0]
6414,[4605],[1.0]
6415,[4605 7177],[0.007242769 0.99275726]
6416,[4607 6390],[4.5515906e-05 0.99995446]
6417,[4608 5402],[0.927421 0.07257908]
6418,[4608 5068 6201 9070],[0.00011882364 0.075776055 0.17113976 0.7529654]
6419,[4608 10600],[0.979446 0.020553978]
6420,[4610 7015 11024 11966],[0.0026800558 0.9930674 0.0042393 1.3306887e-05]
6421,[4611 7591],[0.36283207 0.63716793]
6422,[4612 5262 6258 8013],[0.00016784879 0.029541457 0.64859515 0.32169548]
6423,[4615 10886],[0.0017840212 0.998216]
6424,[4622 9985],[0.0011178885 0.9988821]
6425,[4622 9259],[0.93793947 0.06206053]
6426,[4623 6927],[0.0016578765 0.99834216]
6427,[4624 4735],[0.31915373 0.68084633]
6428,[4628 6524],[0.17819797 0.8218021]
6429,[4628 6524],[0.66223997 0.33776006]
6430,[4628 5350 6001 6524],[0.0019452992 0.12650895 0.040857162 0.8306885]
6431,[4631],[1.0]
6432,[4634 5211 6252 7846],[1.7725006e-05 0.00011980163 0.99985826 4.1150697e-06]
6433,[4634 4726 9135],[0.0023604357 0.23496905 0.76267046]
6434,[4634 4910 7245],[0.010495923 0.38652542 0.6029786]
6435,[4635],[1.0]
6436,[4636],[1.0]
6437,[4637 9082],[0.66594595 0.33405405]
6438,[4640 7267 11577],[0.0046535106 0.9953465 2.5538203e-08]
6439,[4641 6168 6364 6747 7503 8200 8644 9120 9302 10387 11067 11243 11533],[0.00015163656 6.123035e-06 0.00016344975 0.0013613194 0.00015594237 0.9101905 0.0020778123 4.531061e-06 0.08565069 7.46112e-05 0.00015223747 1.8373958e-06 9.292604e-06]
6440,[4642],[1.0]
6441,[4644 8792],[0.016934613 0.98306537]
6442,[4644 7707],[0.90767694 0.09232303]
6443,[4645],[1.0]
6444,[4645 7032],[0.9998876 0.00011239614]
6445,[4646 5432 7528],[0.044798825 0.94348764 0.0117135625]
6446,[4648 5530 7715],[0.020729663 0.027992412 0.95127785]
6447,[4650],[1.0]
6448,[4651 6808 8784 11718 12057],[0.0002644511 0.97887063 0.020767145 1.349304e-06 9.633839e-05]
6449,[4652 6507 7410 8086],[0.011580752 0.2835536 0.67407167 0.030793983]
6450,[4652 6507 7410 8086],[0.0053248955 0.019950114 0.024895512 0.94982946]
6451,[4654 10373],[0.1834631 0.8165369]
6452,[4656 10813],[0.9501606 0.04983934]
6453,[4658 8408 9706 11996],[0.031267237 0.8840171 0.03745048 0.047265097]
6454,[4660],[1.0]
6455,[4661 8476],[0.18143126 0.8185687]
6456,[4661 10752],[0.99932027 0.0006797843]
6457,[4662],[1.0]
6458,[4663 10539 11534],[0.0548169 0.3326145 0.6125686]
6459,[4664 5100 5500 11290],[0.041560903 0.53308284 0.41979003 0.0055661267]
6460,[4666],[1.0]
6461,[4669 10891],[0.9996842 0.0003158459]
6462,[4671],[1.0]
6463,[4672],[1.0]
6464,[4673],[1.0]
6465,[4674],[1.0]
6466,[4675],[1.0]
6467,[4675 9985],[0.001741035 0.998259]
6468,[4675 12059],[0.9994424 0.00055755844]
6469,[4676],[1.0]
6470,[4676 10540 10793],[0.9093524 0.027376944 0.06327067]
6471,[4679 5161 8279 9198],[0.021634845 0.005605931 1.0739802e-05 0.9727486]
6472,[4680 4799 5117 8202 10237],[0.9909671 0.0080242315 1.3068862e-05 0.0009856239 9.906452e-06]
6473,[4681],[1.0]
6474,[4681 10045],[0.004739164 0.9952609]
6475,[4685 10583],[0.00011391353 0.99988604]
6476,[4686 8441 8928],[0.029571863 0.02852943 0.9418987]
6477,[4692],[1.0]
6478,[4693],[1.0]
6479,[4694 6505 10601 11535],[0.0006173752 0.42365673 0.5753511 0.0003747301]
6480,[4696 5341 7434 8936],[0.021755837 0.010529483 0.9158798 0.051834926]
6481,[4698],[1.0]
6482,[4698 7693],[0.23402658 0.76597345]
6483,[4701 8994],[0.0014814163 0.99851865]
6484,[4702],[1.0]
6485,[4704 7851],[0.07837 0.92162997]
6486,[4704 7851],[0.9891945 0.010805418]
6487,[4705],[1.0]
6488,[4706 7049 8442 10265],[0.83591604 0.1638905 0.00018919105 4.2189617e-06]
6489,[4708 4915 6651],[0.98290575 0.0031652497 0.013928999]
6490,[4709 5639],[0.004253618 0.99574643]
6491,[4710 11314],[0.6379159 0.36208412]
6492,[4710 10252 11955 12243],[0.9965379 0.001930234 0.0008312782 0.0007005858]
6493,[4710 6810 8218 9312],[0.023393968 0.14149655 0.82355845 0.011551139]
6494,[4710 4790],[0.9595475 0.04045247]
6495,[4711 9977],[0.0045394013 0.99546057]
6496,[4713 10846],[0.5646414 0.43535852]
6497,[4715 12122 12159],[0.9996444 0.00021192945 0.00014369214]
6498,[4716 5491 8986],[0.33475944 0.33097047 0.33427006]
6499,[4717 6299],[0.947557 0.052443083]
6500,[4717 8587],[3.4215223e-06 0.99999654]
6501,[4719 7013 7922],[0.016013628 0.98389316 9.319382e-05]
6502,[4721 7316 8519 9135],[0.140234 0.092777714 0.6129178 0.15407047]
6503,[4723 6824 9680 10871],[0.9047623 0.07430996 0.020665184 0.00026244382]
6504,[4724],[1.0]
6505,[4724 7753 11214],[0.8984814 0.101501 1.7513881e-05]
6506,[4725 8935 11480],[0.9243868 0.031366177 0.044246987]
6507,[4725 8226],[0.0007088191 0.9992912]
6508,[4725 5288 5754],[0.23238102 0.4310152 0.33660382]
6509,[4726 6735 8266],[0.0010347897 0.045890305 0.95307493]
6510,[4727],[1.0]
6511,[4727 9429],[0.9060506 0.09394936]
6512,[4727 6136],[0.0003849581 0.99961495]
